disease_id	external_id	source	url	name
DISEASE:3498	166412	Orphanet	https://www.orpha.net/en/disease/detail/166412	Hot water reflex epilepsy
DISEASE:3500	166430	Orphanet	https://www.orpha.net/en/disease/detail/166430	Micturation-induced seizures
DISEASE:3501	166427	Orphanet	https://www.orpha.net/en/disease/detail/166427	Startle epilepsy
DISEASE:3506	166463	Orphanet	https://www.orpha.net/en/disease/detail/166463	Epilepsy syndrome
DISEASE:3507	262	Orphanet	https://www.orpha.net/en/disease/detail/262	Duchenne and Becker muscular dystrophy
DISEASE:3508	166478	Orphanet	https://www.orpha.net/en/disease/detail/166478	Cerebral malformation with epilepsy
DISEASE:3509	166481	Orphanet	https://www.orpha.net/en/disease/detail/166481	Metabolic diseases with epilepsy
DISEASE:3511	166475	Orphanet	https://www.orpha.net/en/disease/detail/166475	Idiopathic or cryptogenic familial epilepsy syndrome with identified loci/genes
DISEASE:3512	166490	Orphanet	https://www.orpha.net/en/disease/detail/166490	Infectious disease with epilepsy
DISEASE:3515	269	Orphanet	https://www.orpha.net/en/disease/detail/269	Facioscapulohumeral dystrophy
DISEASE:3516	163898	Orphanet	https://www.orpha.net/en/disease/detail/163898	 Classic paraneoplastic limbic encephalitis
DISEASE:3521	597	Orphanet	https://www.orpha.net/en/disease/detail/597	Central core disease
DISEASE:3523	163746	Orphanet	https://www.orpha.net/en/disease/detail/163746	Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease
DISEASE:3524	684	Orphanet	https://www.orpha.net/en/disease/detail/684	Paramyotonia congenita of Von Eulenburg
DISEASE:3526	273	Orphanet	https://www.orpha.net/en/disease/detail/273	Steinert myotonic dystrophy
DISEASE:3528	163937	Orphanet	https://www.orpha.net/en/disease/detail/163937	X-linked intellectual disability, Najm type
DISEASE:3529	163934	Orphanet	https://www.orpha.net/en/disease/detail/163934	Atopic keratoconjunctivitis
DISEASE:3533	614	Orphanet	https://www.orpha.net/en/disease/detail/614	Thomsen and Becker disease
DISEASE:3534	163921	Orphanet	https://www.orpha.net/en/disease/detail/163921	Posttransplant acute limbic encephalitis
DISEASE:3535	163966	Orphanet	https://www.orpha.net/en/disease/detail/163966	X-linked dominant chondrodysplasia, Chassaing-Lacombe type
DISEASE:3536	163971	Orphanet	https://www.orpha.net/en/disease/detail/163971	X-linked intellectual disability, Cilliers type
DISEASE:3537	163976	Orphanet	https://www.orpha.net/en/disease/detail/163976	X-linked intellectual disability, Van Esch type
DISEASE:3538	163979	Orphanet	https://www.orpha.net/en/disease/detail/163979	X-linked intellectual disability-craniofacioskeletal syndrome
DISEASE:3539	163953	Orphanet	https://www.orpha.net/en/disease/detail/163953	X-linked intellectual disability, Raymond type
DISEASE:3540	163956	Orphanet	https://www.orpha.net/en/disease/detail/163956	X-linked intellectual disability, Nascimento type
DISEASE:3541	163961	Orphanet	https://www.orpha.net/en/disease/detail/163961	X-linked cerebral-cerebellar-coloboma syndrome
DISEASE:3543	164726	Orphanet	https://www.orpha.net/en/disease/detail/164726	Acute myeloid leukemia and myelodysplastic syndromes related to radiation
DISEASE:3545	163985	Orphanet	https://www.orpha.net/en/disease/detail/163985	Hyperekplexia-epilepsy syndrome
DISEASE:3547	164001	Orphanet	https://www.orpha.net/en/disease/detail/164001	Rare odontal or periodontal disorder
DISEASE:3549	165658	Orphanet	https://www.orpha.net/en/disease/detail/165658	Genetic gastro-esophageal disease
DISEASE:3551	165652	Orphanet	https://www.orpha.net/en/disease/detail/165652	Rare genetic gastroenterological disease
DISEASE:3552	1941	Orphanet	https://www.orpha.net/en/disease/detail/1941	Juvenile absence epilepsy
DISEASE:3553	164823	Orphanet	https://www.orpha.net/en/disease/detail/164823	Rare acquired aplastic anemia
DISEASE:3554	164736	Orphanet	https://www.orpha.net/en/disease/detail/164736	Familial advanced sleep-phase syndrome
DISEASE:3555	138	Orphanet	https://www.orpha.net/en/disease/detail/138	CHARGE syndrome
DISEASE:3556	165805	Orphanet	https://www.orpha.net/en/disease/detail/165805	Familial mesial temporal lobe epilepsy with febrile seizures
DISEASE:3557	165711	Orphanet	https://www.orpha.net/en/disease/detail/165711	Rare abdominal surgical disease
DISEASE:3561	165961	Orphanet	https://www.orpha.net/en/disease/detail/165961	 Subcutaneous myiasis
DISEASE:3562	165955	Orphanet	https://www.orpha.net/en/disease/detail/165955	Wound myiasis
DISEASE:3563	165958	Orphanet	https://www.orpha.net/en/disease/detail/165958	Cavitary myiasis
DISEASE:3564	166011	Orphanet	https://www.orpha.net/en/disease/detail/166011	Multiple epiphyseal dysplasia, Beighton type
DISEASE:3565	567	Orphanet	https://www.orpha.net/en/disease/detail/567	22q11.2 deletion syndrome
DISEASE:3566	166016	Orphanet	https://www.orpha.net/en/disease/detail/166016	Multiple epiphyseal dysplasia, Lowry type
DISEASE:3567	165994	Orphanet	https://www.orpha.net/en/disease/detail/165994	Thyroid hormone resistance, selective pituitary
DISEASE:3568	166002	Orphanet	https://www.orpha.net/en/disease/detail/166002	Multiple epiphyseal dysplasia due to collagen 9 anomaly
DISEASE:3569	165988	Orphanet	https://www.orpha.net/en/disease/detail/165988	Diazoxide-resistant diffuse hyperinsulinism
DISEASE:3570	165991	Orphanet	https://www.orpha.net/en/disease/detail/165991	Hyperinsulinemic hypoglycemia, familial, 7
DISEASE:3572	47	Orphanet	https://www.orpha.net/en/disease/detail/47	X-linked agammaglobulinemia
DISEASE:3573	163209	Orphanet	https://www.orpha.net/en/disease/detail/163209	Non-syndromic cerebral malformation due to abnormal neuronal migration
DISEASE:3574	792	Orphanet	https://www.orpha.net/en/disease/detail/792	X-linked retinoschisis
DISEASE:3575	163528	Orphanet	https://www.orpha.net/en/disease/detail/163528	 Acute cutaneous lupus erythematosus
DISEASE:3576	383	Orphanet	https://www.orpha.net/en/disease/detail/383	Deafness, X-linked 2
DISEASE:3577	163525	Orphanet	https://www.orpha.net/en/disease/detail/163525	Subacute cutaneous lupus erythematosus
DISEASE:3578	827	Orphanet	https://www.orpha.net/en/disease/detail/827	Stargardt disease
DISEASE:3580	163531	Orphanet	https://www.orpha.net/en/disease/detail/163531	Chronic cutaneous lupus erythematosus
DISEASE:3581	162521	Orphanet	https://www.orpha.net/en/disease/detail/162521	 Congenital nasal pyriform aperture stenosis with holoprosencephaly
DISEASE:3582	280	Orphanet	https://www.orpha.net/en/disease/detail/280	Wolf-Hirschhorn syndrome
DISEASE:3583	162516	Orphanet	https://www.orpha.net/en/disease/detail/162516	Isolated congenital nasal pyriform aperture stenosis
DISEASE:3584	96	Orphanet	https://www.orpha.net/en/disease/detail/96	Ataxia with vitamin E deficiency
DISEASE:3585	162526	Orphanet	https://www.orpha.net/en/disease/detail/162526	Isolated congenital auditory ossicle malformation
DISEASE:3586	101	Orphanet	https://www.orpha.net/en/disease/detail/101	Dentatorubral pallidoluysian atrophy
DISEASE:3587	163649	Orphanet	https://www.orpha.net/en/disease/detail/163649	Spondyloepiphyseal dysplasia-craniosynostosis-cleft palate-cataracts-intellectual disability syndrome
DISEASE:3588	631	Orphanet	https://www.orpha.net/en/disease/detail/631	Non-acquired isolated growth hormone deficiency
DISEASE:3589	276	Orphanet	https://www.orpha.net/en/disease/detail/276	T-B+ severe combined immunodeficiency due to gamma chain deficiency
DISEASE:3590	163654	Orphanet	https://www.orpha.net/en/disease/detail/163654	Spondyloepiphyseal dysplasia-brachydactyly-speech disorder syndrome
DISEASE:3591	481	Orphanet	https://www.orpha.net/en/disease/detail/481	Kennedy disease
DISEASE:3593	163673	Orphanet	https://www.orpha.net/en/disease/detail/163673	Spondyloepiphyseal dysplasia, Byers type
DISEASE:3594	163662	Orphanet	https://www.orpha.net/en/disease/detail/163662	Spondyloepiphyseal dysplasia, Reardon type
DISEASE:3595	394	Orphanet	https://www.orpha.net/en/disease/detail/394	Classic homocystinuria
DISEASE:3596	163665	Orphanet	https://www.orpha.net/en/disease/detail/163665	Spondyloepiphyseal dysplasia tarda, Kohn type
DISEASE:3597	508	Orphanet	https://www.orpha.net/en/disease/detail/508	Leprechaunism
DISEASE:3598	163591	Orphanet	https://www.orpha.net/en/disease/detail/163591	Rare mycosis
DISEASE:3599	163596	Orphanet	https://www.orpha.net/en/disease/detail/163596	Hb Bart's hydrops fetalis
DISEASE:3600	163585	Orphanet	https://www.orpha.net/en/disease/detail/163585	Rare viral disease
DISEASE:3601	429	Orphanet	https://www.orpha.net/en/disease/detail/429	Hypochondroplasia
DISEASE:3602	163588	Orphanet	https://www.orpha.net/en/disease/detail/163588	Rare parasitic disease
DISEASE:3603	437	Orphanet	https://www.orpha.net/en/disease/detail/437	Hypophosphatemic rickets
DISEASE:3604	163637	Orphanet	https://www.orpha.net/en/disease/detail/163637	Rare disorder related with pregnancy, childbirth and puerperium
DISEASE:3605	104	Orphanet	https://www.orpha.net/en/disease/detail/104	Leber hereditary optic neuropathy
DISEASE:3606	163631	Orphanet	https://www.orpha.net/en/disease/detail/163631	Bile acid synthesis defect with cholestasis and malabsorption
DISEASE:3607	2182	Orphanet	https://www.orpha.net/en/disease/detail/2182	Hydrocephalus with stenosis of the aqueduct of Sylvius
DISEASE:3608	163634	Orphanet	https://www.orpha.net/en/disease/detail/163634	Maffucci syndrome
DISEASE:3609	163717	Orphanet	https://www.orpha.net/en/disease/detail/163717	Benign familial mesial temporal lobe epilepsy
DISEASE:3610	163708	Orphanet	https://www.orpha.net/en/disease/detail/163708	Cryptogenic late-onset epileptic spasms
DISEASE:3611	163703	Orphanet	https://www.orpha.net/en/disease/detail/163703	Febrile infection-related epilepsy syndrome
DISEASE:3612	649	Orphanet	https://www.orpha.net/en/disease/detail/649	Norrie disease
DISEASE:3613	163727	Orphanet	https://www.orpha.net/en/disease/detail/163727	Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome
DISEASE:3614	163721	Orphanet	https://www.orpha.net/en/disease/detail/163721	Rolandic epilepsy-speech dyspraxia syndrome
DISEASE:3615	163684	Orphanet	https://www.orpha.net/en/disease/detail/163684	Leukoencephalopathy-dystonia-motor neuropathy syndrome
DISEASE:3616	163681	Orphanet	https://www.orpha.net/en/disease/detail/163681	CNTNAP2-related developmental and epileptic encephalopathy
DISEASE:3617	163678	Orphanet	https://www.orpha.net/en/disease/detail/163678	 Unclassified spondylometaphyseal dysplasia
DISEASE:3618	16	Orphanet	https://www.orpha.net/en/disease/detail/16	Blue cone monochromatism
DISEASE:3619	644	Orphanet	https://www.orpha.net/en/disease/detail/644	NARP syndrome
DISEASE:3620	163696	Orphanet	https://www.orpha.net/en/disease/detail/163696	Epilepsy, progressive myoclonic, 4, with or without renal failure
DISEASE:3621	163693	Orphanet	https://www.orpha.net/en/disease/detail/163693	2p21 microdeletion syndrome
DISEASE:3622	163690	Orphanet	https://www.orpha.net/en/disease/detail/163690	Hypotonia-cystinuria syndrome
DISEASE:3623	337	Orphanet	https://www.orpha.net/en/disease/detail/337	Fibrodysplasia ossificans progressiva
DISEASE:3624	3444	Orphanet	https://www.orpha.net/en/disease/detail/3444	Watson syndrome
DISEASE:3625	377	Orphanet	https://www.orpha.net/en/disease/detail/377	Gorlin syndrome
DISEASE:3626	752	Orphanet	https://www.orpha.net/en/disease/detail/752	46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency
DISEASE:3627	699	Orphanet	https://www.orpha.net/en/disease/detail/699	Pearson syndrome
DISEASE:3628	640	Orphanet	https://www.orpha.net/en/disease/detail/640	Hereditary neuropathy with liability to pressure palsies
DISEASE:3629	895	Orphanet	https://www.orpha.net/en/disease/detail/895	Waardenburg syndrome type 2
DISEASE:3630	896	Orphanet	https://www.orpha.net/en/disease/detail/896	Waardenburg syndrome type 3
DISEASE:3632	857	Orphanet	https://www.orpha.net/en/disease/detail/857	Townes-Brocks syndrome
DISEASE:3633	894	Orphanet	https://www.orpha.net/en/disease/detail/894	Waardenburg syndrome type 1
DISEASE:3634	800	Orphanet	https://www.orpha.net/en/disease/detail/800	Schwartz-Jampel syndrome
DISEASE:3635	706	Orphanet	https://www.orpha.net/en/disease/detail/706	 Patent arterial duct
DISEASE:3636	628	Orphanet	https://www.orpha.net/en/disease/detail/628	Diastrophic dysplasia
DISEASE:3637	126	Orphanet	https://www.orpha.net/en/disease/detail/126	Blepharophimosis-ptosis-epicanthus inversus syndrome
DISEASE:3638	774	Orphanet	https://www.orpha.net/en/disease/detail/774	Hereditary hemorrhagic telangiectasia
DISEASE:3639	794	Orphanet	https://www.orpha.net/en/disease/detail/794	Saethre-Chotzen syndrome
DISEASE:3640	710	Orphanet	https://www.orpha.net/en/disease/detail/710	Pfeiffer syndrome
DISEASE:3641	862	Orphanet	https://www.orpha.net/en/disease/detail/862	 Hereditary essential tremor
DISEASE:3642	50	Orphanet	https://www.orpha.net/en/disease/detail/50	Aicardi syndrome
DISEASE:3643	53	Orphanet	https://www.orpha.net/en/disease/detail/53	Albers-Schönberg osteopetrosis
DISEASE:3644	195	Orphanet	https://www.orpha.net/en/disease/detail/195	Cat-eye syndrome
DISEASE:3645	207	Orphanet	https://www.orpha.net/en/disease/detail/207	Crouzon syndrome
DISEASE:3646	160148	Orphanet	https://www.orpha.net/en/disease/detail/160148	Cap polyposis
DISEASE:3647	169808	Orphanet	https://www.orpha.net/en/disease/detail/169808	Mild hemophilia A
DISEASE:3648	169826	Orphanet	https://www.orpha.net/en/disease/detail/169826	Congenital vitamin K-dependent coagulation factors deficiency
DISEASE:3649	169802	Orphanet	https://www.orpha.net/en/disease/detail/169802	Severe hemophilia A
DISEASE:3650	169805	Orphanet	https://www.orpha.net/en/disease/detail/169805	Moderate hemophilia A
DISEASE:3651	565	Orphanet	https://www.orpha.net/en/disease/detail/565	Menkes disease
DISEASE:3653	555	Orphanet	https://www.orpha.net/en/disease/detail/555	 Celiac disease
DISEASE:3654	474	Orphanet	https://www.orpha.net/en/disease/detail/474	Jeune syndrome
DISEASE:3655	540	Orphanet	https://www.orpha.net/en/disease/detail/540	Familial hemophagocytic lymphohistiocytosis
DISEASE:3656	568	Orphanet	https://www.orpha.net/en/disease/detail/568	Microphthalmia, Lenz type
DISEASE:3657	564	Orphanet	https://www.orpha.net/en/disease/detail/564	Meckel syndrome
DISEASE:3658	258	Orphanet	https://www.orpha.net/en/disease/detail/258	Laminin subunit alpha 2-related congenital muscular dystrophy
DISEASE:3659	112	Orphanet	https://www.orpha.net/en/disease/detail/112	Bartter syndrome
DISEASE:3660	169446	Orphanet	https://www.orpha.net/en/disease/detail/169446	 Autosomal recessive hyper-IgE syndrome
DISEASE:3661	169443	Orphanet	https://www.orpha.net/en/disease/detail/169443	Specific antibody deficiency with normal immunoglobulin concentrations and normal numbers of B cells
DISEASE:3662	1646	Orphanet	https://www.orpha.net/en/disease/detail/1646	Partial chromosome Y deletion
DISEASE:3663	169464	Orphanet	https://www.orpha.net/en/disease/detail/169464	Primary CD59 deficiency
DISEASE:3664	99	Orphanet	https://www.orpha.net/en/disease/detail/99	Autosomal dominant cerebellar ataxia
DISEASE:3667	97	Orphanet	https://www.orpha.net/en/disease/detail/97	Familial paroxysmal ataxia
DISEASE:3668	169467	Orphanet	https://www.orpha.net/en/disease/detail/169467	Complement factor D deficiency
DISEASE:3669	169799	Orphanet	https://www.orpha.net/en/disease/detail/169799	Mild hemophilia B
DISEASE:3670	169796	Orphanet	https://www.orpha.net/en/disease/detail/169796	Moderate hemophilia B
DISEASE:3672	406	Orphanet	https://www.orpha.net/en/disease/detail/406	 Heterozygous familial hypercholesterolemia
DISEASE:3673	171220	Orphanet	https://www.orpha.net/en/disease/detail/171220	Rectal duplication
DISEASE:3674	1000	Orphanet	https://www.orpha.net/en/disease/detail/1000	Ocular albinism with late-onset sensorineural deafness
DISEASE:3675	999	Orphanet	https://www.orpha.net/en/disease/detail/999	Ermine phenotype
DISEASE:3676	171430	Orphanet	https://www.orpha.net/en/disease/detail/171430	Severe congenital nemaline myopathy
DISEASE:3677	171433	Orphanet	https://www.orpha.net/en/disease/detail/171433	Intermediate nemaline myopathy
DISEASE:3678	171436	Orphanet	https://www.orpha.net/en/disease/detail/171436	Typical nemaline myopathy
DISEASE:3679	171439	Orphanet	https://www.orpha.net/en/disease/detail/171439	Childhood-onset nemaline myopathy
DISEASE:3680	171442	Orphanet	https://www.orpha.net/en/disease/detail/171442	Adult-onset nemaline myopathy
DISEASE:3681	171445	Orphanet	https://www.orpha.net/en/disease/detail/171445	Muscle filaminopathy
DISEASE:3682	171607	Orphanet	https://www.orpha.net/en/disease/detail/171607	X-linked spastic paraplegia type 34
DISEASE:3683	2771	Orphanet	https://www.orpha.net/en/disease/detail/2771	Bruck syndrome
DISEASE:3684	106	Orphanet	https://www.orpha.net/en/disease/detail/106	 Autism
DISEASE:3685	171612	Orphanet	https://www.orpha.net/en/disease/detail/171612	Autosomal dominant spastic paraplegia type 37
DISEASE:3686	171617	Orphanet	https://www.orpha.net/en/disease/detail/171617	Autosomal dominant spastic paraplegia type 38
DISEASE:3687	1349	Orphanet	https://www.orpha.net/en/disease/detail/1349	Mitochondrial DNA-related cardiomyopathy and hearing loss
DISEASE:3688	171622	Orphanet	https://www.orpha.net/en/disease/detail/171622	Autosomal recessive spastic paraplegia type 32
DISEASE:3689	171629	Orphanet	https://www.orpha.net/en/disease/detail/171629	Autosomal recessive spastic paraplegia type 35
DISEASE:3691	861	Orphanet	https://www.orpha.net/en/disease/detail/861	Treacher-Collins syndrome
DISEASE:3694	930	Orphanet	https://www.orpha.net/en/disease/detail/930	Idiopathic achalasia
DISEASE:3695	171215	Orphanet	https://www.orpha.net/en/disease/detail/171215	 Low isolated anorectal malformation
DISEASE:3696	998	Orphanet	https://www.orpha.net/en/disease/detail/998	Albinism-deafness syndrome
DISEASE:3698	1727	Orphanet	https://www.orpha.net/en/disease/detail/1727	22q11.2 duplication syndrome
DISEASE:3699	169079	Orphanet	https://www.orpha.net/en/disease/detail/169079	Cernunnos-XLF deficiency
DISEASE:3700	1716	Orphanet	https://www.orpha.net/en/disease/detail/1716	Distal duplication 18q
DISEASE:3701	1715	Orphanet	https://www.orpha.net/en/disease/detail/1715	Trisomy 18p
DISEASE:3702	3380	Orphanet	https://www.orpha.net/en/disease/detail/3380	Trisomy 18
DISEASE:3703	168984	Orphanet	https://www.orpha.net/en/disease/detail/168984	CLAPO syndrome
DISEASE:3704	1707	Orphanet	https://www.orpha.net/en/disease/detail/1707	Distal duplication 15q
DISEASE:3706	3378	Orphanet	https://www.orpha.net/en/disease/detail/3378	Trisomy 13
DISEASE:3707	168972	Orphanet	https://www.orpha.net/en/disease/detail/168972	Kahrizi syndrome
DISEASE:3710	169105	Orphanet	https://www.orpha.net/en/disease/detail/169105	Good syndrome
DISEASE:3711	169090	Orphanet	https://www.orpha.net/en/disease/detail/169090	Combined immunodeficiency due to CRAC channel dysfunction
DISEASE:3712	236	Orphanet	https://www.orpha.net/en/disease/detail/236	Trisomy 9p
DISEASE:3713	169095	Orphanet	https://www.orpha.net/en/disease/detail/169095	Severe combined immunodeficiency due to FOXN1 deficiency
DISEASE:3714	169082	Orphanet	https://www.orpha.net/en/disease/detail/169082	Combined immunodeficiency due to CD3gamma deficiency
DISEASE:3715	169085	Orphanet	https://www.orpha.net/en/disease/detail/169085	Cd8 deficiency, familial
DISEASE:3716	168829	Orphanet	https://www.orpha.net/en/disease/detail/168829	Primary peritoneal carcinoma
DISEASE:3717	168816	Orphanet	https://www.orpha.net/en/disease/detail/168816	Peritoneal cystic mesothelioma
DISEASE:3718	753	Orphanet	https://www.orpha.net/en/disease/detail/753	46,XY difference of sex development due to 5-alpha-reductase 2 deficiency
DISEASE:3719	868	Orphanet	https://www.orpha.net/en/disease/detail/868	Triose phosphate-isomerase deficiency
DISEASE:3720	168811	Orphanet	https://www.orpha.net/en/disease/detail/168811	Malignant peritoneal mesothelioma
DISEASE:3721	168807	Orphanet	https://www.orpha.net/en/disease/detail/168807	Primary malignant peritoneal tumor
DISEASE:3722	168803	Orphanet	https://www.orpha.net/en/disease/detail/168803	Primary peritoneal tumor
DISEASE:3723	218	Orphanet	https://www.orpha.net/en/disease/detail/218	Darier disease
DISEASE:3724	168796	Orphanet	https://www.orpha.net/en/disease/detail/168796	Heart-hand syndrome, Slovenian type
DISEASE:3725	1465	Orphanet	https://www.orpha.net/en/disease/detail/1465	Coffin-Siris syndrome
DISEASE:3726	168782	Orphanet	https://www.orpha.net/en/disease/detail/168782	Childhood disintegrative disorder
DISEASE:3727	1642	Orphanet	https://www.orpha.net/en/disease/detail/1642	Distal deletion 9p
DISEASE:3728	168966	Orphanet	https://www.orpha.net/en/disease/detail/168966	Composite lymphoma
DISEASE:3729	168960	Orphanet	https://www.orpha.net/en/disease/detail/168960	Refractory anemia with excess blasts in transformation
