entity_id	external_id	source	url	name
GENE:1	1	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1	alpha-1-B glycoprotein
GENE:2	503538	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/503538	A1BG antisense RNA 1
GENE:3	29974	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/29974	APOBEC1 complementation factor
GENE:4	2	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/2	alpha-2-macroglobulin
GENE:5	144568	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/144568	alpha-2-macroglobulin like 1
GENE:6	3	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/3	alpha-2-macroglobulin pseudogene 1
GENE:7	127550	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/127550	alpha 1,3-galactosyltransferase 2
GENE:8	53947	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/53947	alpha 1,4-galactosyltransferase (P blood group)
GENE:9	51146	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/51146	alpha-1,4-N-acetylglucosaminyltransferase
GENE:10	8086	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/8086	aladin WD repeat nucleoporin
GENE:11	65985	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/65985	acetoacetyl-CoA synthetase
GENE:12	729522	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/729522	acetoacetyl-CoA synthetase pseudogene 1
GENE:13	13	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/13	arylacetamide deacetylase
GENE:14	344752	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/344752	arylacetamide deacetylase like 2
GENE:15	126767	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/126767	arylacetamide deacetylase like 3
GENE:16	343066	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/343066	arylacetamide deacetylase like 4
GENE:17	51166	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/51166	aminoadipate aminotransferase
GENE:18	79719	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/79719	alpha and gamma adaptin binding protein
GENE:19	22848	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/22848	AP2 associated kinase 1
GENE:20	28971	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/28971	adipogenesis associated Mth938 domain containing
GENE:21	14	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/14	angio associated migratory cell protein
GENE:22	15	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/15	aralkylamine N-acetyltransferase
GENE:23	25980	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/25980	AAR2 splicing factor
GENE:24	441376	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/441376	alanine and arginine rich domain containing protein
GENE:25	16	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/16	alanyl-tRNA synthetase
GENE:26	57505	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/57505	alanyl-tRNA synthetase 2, mitochondrial
GENE:27	80755	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/80755	alanyl-tRNA synthetase domain containing 1
GENE:28	132949	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/132949	aminoadipate-semialdehyde dehydrogenase
GENE:29	60496	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/60496	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
GENE:30	10157	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10157	aminoadipate-semialdehyde synthase
GENE:31	26574	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/26574	apoptosis antagonizing transcription factor
GENE:32	9625	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/9625	apoptosis associated tyrosine kinase
GENE:33	17	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/17	adeno-associated virus integration site 1
GENE:34	18	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/18	4-aminobutyrate aminotransferase
GENE:35	19	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/19	ATP binding cassette subfamily A member 1
GENE:36	10349	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10349	ATP binding cassette subfamily A member 10
GENE:37	79963	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/79963	ATP-binding cassette, sub-family A (ABC1), member 11, pseudogene
GENE:38	26154	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/26154	ATP binding cassette subfamily A member 12
GENE:39	154664	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/154664	ATP binding cassette subfamily A member 13
GENE:40	20	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/20	ATP binding cassette subfamily A member 2
GENE:41	21	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/21	ATP binding cassette subfamily A member 3
GENE:42	24	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/24	ATP binding cassette subfamily A member 4
GENE:43	23461	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/23461	ATP binding cassette subfamily A member 5
GENE:44	23460	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/23460	ATP binding cassette subfamily A member 6
GENE:45	10347	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10347	ATP binding cassette subfamily A member 7
GENE:46	10351	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10351	ATP binding cassette subfamily A member 8
GENE:47	10350	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10350	ATP binding cassette subfamily A member 9
GENE:48	5243	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/5243	ATP binding cassette subfamily B member 1
GENE:49	23456	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/23456	ATP binding cassette subfamily B member 10
GENE:50	56476	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/56476	ATP-binding cassette, sub-family B (MDR/TAP), member 10 pseudogene 1
GENE:51	8647	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/8647	ATP binding cassette subfamily B member 11
GENE:52	5244	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/5244	ATP binding cassette subfamily B member 4
GENE:53	340273	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/340273	ATP binding cassette subfamily B member 5
GENE:54	10058	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10058	ATP binding cassette subfamily B member 6 (Langereis blood group)
GENE:55	22	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/22	ATP binding cassette subfamily B member 7
GENE:56	11194	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/11194	ATP binding cassette subfamily B member 8
GENE:57	23457	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/23457	ATP binding cassette subfamily B member 9
GENE:58	4363	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/4363	ATP binding cassette subfamily C member 1
GENE:59	89845	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/89845	ATP binding cassette subfamily C member 10
GENE:60	85320	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/85320	ATP binding cassette subfamily C member 11
GENE:61	94160	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/94160	ATP binding cassette subfamily C member 12
GENE:62	150000	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/150000	ATP-binding cassette, sub-family C (CFTR/MRP), member 13, pseudogene
GENE:63	1244	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1244	ATP binding cassette subfamily C member 2
GENE:64	8714	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/8714	ATP binding cassette subfamily C member 3
GENE:65	10257	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10257	ATP binding cassette subfamily C member 4
GENE:66	10057	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10057	ATP binding cassette subfamily C member 5
GENE:67	368	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/368	ATP binding cassette subfamily C member 6
GENE:68	6833	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/6833	ATP binding cassette subfamily C member 8
GENE:69	10060	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10060	ATP binding cassette subfamily C member 9
GENE:70	215	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/215	ATP binding cassette subfamily D member 1
GENE:71	23785	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/23785	ATP-binding cassette, sub-family D (ALD), member 1, pseudogene 1
GENE:72	26983	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/26983	ATP-binding cassette, sub-family D (ALD), member 1, pseudogene 2
GENE:73	26982	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/26982	ATP-binding cassette, sub-family D (ALD), member 1, pseudogene 3
GENE:74	26957	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/26957	ATP-binding cassette, sub-family D (ALD), member 1, pseudogene 4
GENE:75	225	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/225	ATP binding cassette subfamily D member 2
GENE:76	5825	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/5825	ATP binding cassette subfamily D member 3
GENE:77	5826	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/5826	ATP binding cassette subfamily D member 4
GENE:78	6059	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/6059	ATP binding cassette subfamily E member 1
GENE:79	23	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/23	ATP binding cassette subfamily F member 1
GENE:80	10061	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10061	ATP binding cassette subfamily F member 2
GENE:81	55324	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/55324	ATP binding cassette subfamily F member 3
GENE:82	9619	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/9619	ATP binding cassette subfamily G member 1
GENE:83	9429	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/9429	ATP binding cassette subfamily G member 2 (Junior blood group)
GENE:84	64137	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/64137	ATP binding cassette subfamily G member 4
GENE:85	64240	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/64240	ATP binding cassette subfamily G member 5
GENE:86	64241	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/64241	ATP binding cassette subfamily G member 8
GENE:87	84696	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/84696	abhydrolase domain containing 1
GENE:88	55347	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/55347	abhydrolase domain containing 10
GENE:89	83451	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/83451	abhydrolase domain containing 11
GENE:90	26090	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/26090	abhydrolase domain containing 12
GENE:91	145447	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/145447	abhydrolase domain containing 12B
GENE:92	84945	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/84945	abhydrolase domain containing 13
GENE:93	25864	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/25864	abhydrolase domain containing 14A
GENE:94	84836	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/84836	abhydrolase domain containing 14B
GENE:95	116236	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/116236	abhydrolase domain containing 15
GENE:96	7920	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/7920	abhydrolase domain containing 16A
GENE:97	140701	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/140701	abhydrolase domain containing 16B
GENE:98	81926	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/81926	abhydrolase domain containing 17A
GENE:99	728917	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/728917	abhydrolase domain containing 17A pseudogene 1
GENE:100	648359	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/648359	abhydrolase domain containing 17A pseudogene 3
GENE:101	729495	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/729495	abhydrolase domain containing 17A pseudogene P4
GENE:102	51104	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/51104	abhydrolase domain containing 17B
GENE:103	58489	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/58489	abhydrolase domain containing 17C
GENE:104	80167	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/80167	abhydrolase domain containing 18
GENE:105	11057	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/11057	abhydrolase domain containing 2
GENE:106	171586	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/171586	abhydrolase domain containing 3
GENE:107	63874	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/63874	abhydrolase domain containing 4
GENE:108	51099	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/51099	abhydrolase domain containing 5
GENE:109	57406	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/57406	abhydrolase domain containing 6
GENE:110	79575	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/79575	abhydrolase domain containing 8
GENE:111	10006	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10006	abl interactor 1
GENE:112	326268	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/326268	abl-interactor 1 pseudogene 1
GENE:113	10152	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10152	abl interactor 2
GENE:114	51225	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/51225	ABI family member 3
GENE:115	25890	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/25890	ABI family member 3 binding protein
GENE:116	54942	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/54942	actin binding transcription modulator
GENE:117	25	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/25	ABL proto-oncogene 1, non-receptor tyrosine kinase
GENE:118	27	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/27	ABL proto-oncogene 2, non-receptor tyrosine kinase
GENE:119	3983	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/3983	actin binding LIM protein 1
GENE:120	84448	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/84448	actin binding LIM protein family member 2
GENE:121	22885	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/22885	actin binding LIM protein family member 3
GENE:122	28	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/28	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase
GENE:123	29	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/29	ABR activator of RhoGEF and GTPase
GENE:124	137735	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/137735	actin binding Rho activating protein
GENE:125	58527	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/58527	ABRA C-terminal like
GENE:126	84142	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/84142	abraxas 1, BRCA1 A complex subunit
GENE:127	23172	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/23172	abraxas 2, BRISC complex subunit
GENE:128	29777	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/29777	activator of basal transcription 1
GENE:129	80325	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/80325	ankyrin repeat and BTB domain containing 1
GENE:130	25841	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/25841	ankyrin repeat and BTB domain containing 2
GENE:131	30	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/30	acetyl-CoA acyltransferase 1
GENE:132	10449	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10449	acetyl-CoA acyltransferase 2
GENE:133	31	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/31	acetyl-CoA carboxylase alpha
GENE:134	32	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/32	acetyl-CoA carboxylase beta
GENE:135	80724	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/80724	acyl-CoA dehydrogenase family member 10
GENE:136	84129	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/84129	acyl-CoA dehydrogenase family member 11
GENE:137	27034	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/27034	acyl-CoA dehydrogenase family member 8
GENE:138	28976	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/28976	acyl-CoA dehydrogenase family member 9
GENE:139	33	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/33	acyl-CoA dehydrogenase long chain
GENE:140	34	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/34	acyl-CoA dehydrogenase medium chain
GENE:141	35	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/35	acyl-CoA dehydrogenase short chain
GENE:142	36	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/36	acyl-CoA dehydrogenase short/branched chain
GENE:143	37	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/37	acyl-CoA dehydrogenase very long chain
GENE:144	176	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/176	aggrecan
GENE:145	9744	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/9744	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1
GENE:146	23527	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/23527	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2
GENE:147	116983	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/116983	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3
GENE:148	38	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/38	acetyl-CoA acetyltransferase 1
GENE:149	39	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/39	acetyl-CoA acetyltransferase 2
GENE:150	64746	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/64746	acyl-CoA binding domain containing 3
GENE:151	79777	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/79777	acyl-CoA binding domain containing 4
GENE:152	91452	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/91452	acyl-CoA binding domain containing 5
GENE:153	84320	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/84320	acyl-CoA binding domain containing 6
GENE:154	414149	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/414149	acyl-CoA binding domain containing 7
GENE:155	84680	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/84680	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)
GENE:156	390110	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/390110	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like
GENE:157	65057	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/65057	ACD shelterin complex subunit and telomerase recruitment factor
GENE:158	1636	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1636	angiotensin I converting enzyme
GENE:159	59272	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/59272	angiotensin I converting enzyme 2
GENE:160	125981	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/125981	alkaline ceramidase 1
GENE:161	340485	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/340485	alkaline ceramidase 2
GENE:162	55331	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/55331	alkaline ceramidase 3
GENE:163	43	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/43	acetylcholinesterase (Cartwright blood group)
GENE:164	22985	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/22985	apoptotic chromatin condensation inducer 1
GENE:165	2532	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/2532	atypical chemokine receptor 1 (Duffy blood group)
GENE:166	1238	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/1238	atypical chemokine receptor 2
GENE:167	57007	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/57007	atypical chemokine receptor 3
GENE:168	51554	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/51554	atypical chemokine receptor 4
GENE:169	47	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/47	ATP citrate lyase
GENE:170	130013	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/130013	aminocarboxymuconate semialdehyde decarboxylase
GENE:171	48	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/48	aconitase 1
GENE:172	50	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/50	aconitase 2
GENE:173	730249	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/730249	aconitate decarboxylase 1
GENE:174	641371	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/641371	acyl-CoA thioesterase 1
GENE:175	26027	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/26027	acyl-CoA thioesterase 11
GENE:176	134526	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/134526	acyl-CoA thioesterase 12
GENE:177	55856	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/55856	acyl-CoA thioesterase 13
GENE:178	10965	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10965	acyl-CoA thioesterase 2
GENE:179	122970	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/122970	acyl-CoA thioesterase 4
GENE:180	641372	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/641372	acyl-CoA thioesterase 6
GENE:181	11332	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/11332	acyl-CoA thioesterase 7
GENE:182	10005	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/10005	acyl-CoA thioesterase 8
GENE:183	23597	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/23597	acyl-CoA thioesterase 9
GENE:184	51	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/51	acyl-CoA oxidase 1
GENE:185	8309	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/8309	acyl-CoA oxidase 2
GENE:186	8310	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/8310	acyl-CoA oxidase 3, pristanoyl
GENE:187	55289	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/55289	acyl-CoA oxidase like
GENE:188	52	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/52	acid phosphatase 1
GENE:189	53	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/53	acid phosphatase 2, lysosomal
GENE:190	93650	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/93650	acid phosphatase 4
GENE:191	54	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/54	acid phosphatase 5, tartrate resistant
GENE:192	51205	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/51205	acid phosphatase 6, lysophosphatidic
GENE:193	390928	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/390928	acid phosphatase 7, tartrate resistant (putative)
GENE:194	49	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/49	acrosin
GENE:195	84519	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/84519	acrosin binding protein
GENE:196	56	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/56	acrosomal vesicle protein 1
GENE:197	23205	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/23205	acyl-CoA synthetase bubblegum family member 1
GENE:198	81616	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/81616	acyl-CoA synthetase bubblegum family member 2
GENE:199	80221	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/80221	acyl-CoA synthetase family member 2
GENE:200	197322	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/197322	acyl-CoA synthetase family member 3
GENE:201	2180	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/2180	acyl-CoA synthetase long chain family member 1
GENE:202	2181	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/2181	acyl-CoA synthetase long chain family member 3
GENE:203	2182	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/2182	acyl-CoA synthetase long chain family member 4
GENE:204	51703	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/51703	acyl-CoA synthetase long chain family member 5
GENE:205	23305	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/23305	acyl-CoA synthetase long chain family member 6
GENE:206	116285	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/116285	acyl-CoA synthetase medium chain family member 1
GENE:207	123876	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/123876	acyl-CoA synthetase medium chain family member 2A
GENE:208	348158	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/348158	acyl-CoA synthetase medium chain family member 2B
GENE:209	6296	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/6296	acyl-CoA synthetase medium chain family member 3
GENE:210	341392	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/341392	acyl-CoA synthetase medium chain family member 4
GENE:211	54988	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/54988	acyl-CoA synthetase medium chain family member 5
GENE:212	142827	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/142827	acyl-CoA synthetase medium chain family member 6
GENE:213	84532	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/84532	acyl-CoA synthetase short chain family member 1
GENE:214	55902	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/55902	acyl-CoA synthetase short chain family member 2
GENE:215	79611	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/79611	acyl-CoA synthetase short chain family member 3
GENE:216	58	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/58	actin alpha 1, skeletal muscle
GENE:217	59	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/59	actin alpha 2, smooth muscle
GENE:218	60	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/60	actin beta
GENE:219	345651	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/345651	actin beta like 2
GENE:220	643309	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/643309	actin, beta pseudogene 1
GENE:221	446207	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/446207	actin, beta pseudogene 10
GENE:222	62	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/62	actin, beta pseudogene 2
GENE:223	63	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/63	actin, beta pseudogene 3
GENE:224	64	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/64	actin, beta pseudogene 4
GENE:225	66	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/66	actin, beta pseudogene 6
GENE:226	67	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/67	actin, beta pseudogene 7
GENE:227	68	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/68	actin, beta pseudogene 8
GENE:228	69	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/69	actin, beta pseudogene 9
GENE:229	70	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/70	actin alpha cardiac muscle 1
GENE:230	71	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/71	actin gamma 1
GENE:231	73	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/73	actin, gamma 1 pseudogene 1
GENE:232	83	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/83	actin, gamma 1 pseudogene 10
GENE:233	74	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/74	actin, gamma 1 pseudogene 2
GENE:234	75	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/75	actin, gamma 1 pseudogene 3
GENE:235	78	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/78	actin, gamma 1 pseudogene 6
GENE:236	79	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/79	actin, gamma 1 pseudogene 7
GENE:237	80	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/80	actin, gamma 1 pseudogene 8
GENE:238	82	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/82	actin, gamma 1 pseudogene 9
GENE:239	72	NCBI Gene	https://www.ncbi.nlm.nih.gov/gene/72	actin gamma 2, smooth muscle
